language,location,latitude,longitude,Degree of endangerment
Tunisian Judeo-Arabic (Israel),Israel,,,Severely endangered
Tunisian Judeo-Arabic (Tunisia),Tunisia,,,Critically endangered
Tuotomb,Cameroon,,,Severely endangered
Tupari,Brazil,,,Definitely endangered
Turaka,Papua New Guinea,,,Critically endangered
Turi,India,,,Definitely endangered
Turoyo,"Syrian Arab Republic, Turkey",,,Severely endangered
Tuscarora (Canada),Canada,,,Critically endangered
Tuscarora (United States of America),United States of America,,,Critically endangered
Tutuba,Vanuatu,,,Definitely endangered
Tuvaluan,Tuvalu,,,Definitely endangered
Tuvan,"China, Mongolia, Russian Federation",,,Vulnerable
Tuwuli,Ghana,,,Vulnerable
Tuyuca (Brazil),Brazil,,,Vulnerable
Tuyuca (Colombia),Colombia,,,Definitely endangered
Tuzantec,Mexico,,,Critically endangered
Tz'utujil,Guatemala,,,Definitely endangered
U,China,,,Definitely endangered
Ubi,Chad,,,Severely endangered
Udege,Russian Federation,,,Critically endangered
Udi (Azerbaijan),Azerbaijan,,,Severely endangered
Udi (Georgia),Georgia,,,Severely endangered
Udmurt,Russian Federation,,,Definitely endangered
Uhunduni,Indonesia,,,Vulnerable
Ujir,Indonesia,,,Definitely endangered
Ukhwejo,Central African Republic,,,Severely endangered
Ulcha,Russian Federation,,,Critically endangered
Ulithian,Micronesia (Federated States of),,,Severely endangered
Ulwa,Nicaragua,,,Severely endangered
Umbrul,Vanuatu,,,Critically endangered
Ume Saami,Sweden,,,Critically endangered
Umpila,Australia,,,Severely endangered
Upland Yuman,United States of America,,,Vulnerable
Upper Kuskokwim,United States of America,,,Critically endangered
Upper Tanana (Canada),Canada,,,Critically endangered
Upper Tanana (United States of America),United States of America,,,Critically endangered
Ura,Vanuatu,,,Critically endangered
Urak Lawoi (Malaysia),Malaysia,,,Definitely endangered
Urak Lawoi (Thailand),Thailand,,,Definitely endangered
Urarina,Peru,,,Vulnerable
Uru-eu-au-au,Brazil,,,Vulnerable
Uruak,Venezuela (Bolivarian Republic of),,,Critically endangered
Urum,"Georgia, Russian Federation, Ukraine",,,Definitely endangered
Ushojo,Pakistan,,,Definitely endangered
Usku,Indonesia,,,Critically endangered
Uspantek,Guatemala,,,Vulnerable
Usu,Papua New Guinea,,,Severely endangered
"Ute (Colorado, Southern Ute)",United States of America,,,Severely endangered
"Ute (Colorado, Ute Mountain)",United States of America,,,Severely endangered
Ute (Utah),United States of America,,,Severely endangered
Utsat,China,,,Definitely endangered
Vacacocha,Peru,,,Critically endangered
Vafsi,Iran (Islamic Republic of),,,Definitely endangered
Valle Nacional Chinantec,Mexico,,,Definitely endangered
Valley Yokuts,United States of America,,,Severely endangered
Vano,Solomon Islands,,,Critically endangered
Vedda,Sri Lanka,,,Definitely endangered
Vehes,Papua New Guinea,,,Severely endangered
Venetan,"Croatia, Italy, Slovenia",,,Vulnerable
Veps,Russian Federation,,,Severely endangered
Vera'a,Vanuatu,,,Definitely endangered
Vidunda,United Republic of Tanzania,,,Vulnerable
Vilamovian,Poland,,,Severely endangered
Voh-KonÃ© dialects,New Caledonia (France),,,Definitely endangered
Vojvodina Rusyn,"Croatia, Serbia",,,Definitely endangered
Volow,Vanuatu,,,Critically endangered
VÃµro-Seto,"Estonia, Russian Federation",,,Definitely endangered
Vote,Russian Federation,,,Critically endangered
Vumbu,Gabon,,,Definitely endangered
Wa,Myanmar,,,Severely endangered
Waanyi,Australia,,,Critically endangered
Wab,Papua New Guinea,,,Vulnerable
Wagiman,Australia,,,Severely endangered
Waigali,Afghanistan,,,Definitely endangered
Waima'a,Timor-Leste,,,Definitely endangered
WaimirÃ­-AtroarÃ­,Brazil,,,Vulnerable
Waiwai (Brazil),Brazil,,,Vulnerable
Waiwai (Guyana),Guyana,,,Vulnerable
Waiwai (Suriname),Suriname,,,Critically endangered
WajÃ£pi,Brazil,,,Vulnerable
Wajarri,Australia,,,Severely endangered
Wakhi,"China, Pakistan, Tajikistan, Afghanistan",,,Definitely endangered
Wali,Sudan,,,Critically endangered
Walloon,"Belgium, France, Luxembourg",,,Definitely endangered
Walmajarri,Australia,,,Definitely endangered
Wambaya,Australia,,,Critically endangered
Wambule,Nepal,,,Vulnerable
Wampis,Peru,,,Vulnerable
Wanai,Venezuela (Bolivarian Republic of),,,Critically endangered
Wanano / Kotiria (Brazil),Brazil,,,Vulnerable
Wanano / Kotiria (Colombia),Colombia,,,Definitely endangered
Wancho,India,,,Vulnerable
Wangaaybuwan,Australia,,,Critically endangered
Wangkumara,Australia,,,Critically endangered
Wanka Quechua,Peru,,,Severely endangered
Wano,Indonesia,,,Definitely endangered
Waotededo,Ecuador,,,Vulnerable
Wapishana (Brazil),Brazil,,,Definitely endangered
Wapishana (Guyana),Guyana,,,Vulnerable
Warao,"Guyana, Venezuela (Bolivarian Republic of)",,,Definitely endangered
Warapu,Papua New Guinea,,,Severely endangered
Wardaman,Australia,,,Severely endangered
Warekena (Brazil),Brazil,,,Critically endangered
Warekena (Venezuela),Venezuela (Bolivarian Republic of),,,Severely endangered
Wari,Brazil,,,Definitely endangered
Wari,Indonesia,,,Definitely endangered
Warlpiri,Australia,,,Vulnerable
Warnang,Sudan,,,Severely endangered
Warnman,Australia,,,Severely endangered
Waru,Indonesia,,,Definitely endangered
Warumungu,Australia,,,Severely endangered
Washo,United States of America,,,Severely endangered
Wauja,Brazil,,,Vulnerable
Waunana (Colombia),Colombia,,,Vulnerable
Waunana (Panama),Panama,,,Severely endangered
Waxiang,China,,,Vulnerable
Wayana (Brazil),Brazil,,,Vulnerable
Wayana (Suriname),Suriname,,,Vulnerable
Welsh,United Kingdom of Great Britain and Northern Ireland,,,Vulnerable
West Flemish,"Belgium, France, Netherlands",,,Vulnerable
West Frisian,Netherlands,,,Vulnerable
West Greenlandic,Greenland (Kingdom of Denmark),,,Vulnerable
Western Abenaki (Canada),Canada,,,Critically endangered
Western Apache,United States of America,,,Definitely endangered
Western Armenian (Middle East),"Iraq, Lebanon, Syrian Arab Republic",,,Definitely endangered
Western Armenian (Turkey),Turkey,,,Definitely endangered
Western Cham,Cambodia,,,Vulnerable
Western Chocho,Mexico,,,Severely endangered
Western Mari,Russian Federation,,,Severely endangered
Western Mazahua,Mexico,,,Definitely endangered
Western Mazatec,Mexico,,,Vulnerable
Western Montagnais,Canada,,,Vulnerable
Western NÃ¡huatl,Mexico,,,Severely endangered
Western Neo-Aramaic,Syrian Arab Republic,,,Definitely endangered
Western OtomÃ­,Mexico,,,Severely endangered
Western Popoloc,Mexico,,,Severely endangered
Western Tarahumara,Mexico,,,Vulnerable
Western Tlapanec,Mexico,,,Vulnerable
Western Zoque,Mexico,,,Vulnerable
White Gelao (China),China,,,Severely endangered
White Gelao (Viet Nam),Viet Nam,,,Severely endangered
Wichi,"Argentina, Bolivia (Plurinational State of)",,,Vulnerable
Wichita,United States of America,,,Critically endangered
Wik Mungkan,Australia,,,Vulnerable
Wik Ngathan,Australia,,,Definitely endangered
Wik Ngencherr,Australia,,,Severely endangered
Winnebago (Nebraska),United States of America,,,Severely endangered
Winnebago (Wisconsin),United States of America,,,Severely endangered
Wintu-Nomlaki,United States of America,,,Critically endangered
Wiradjuri,Australia,,,Critically endangered
Woleaian,Micronesia (Federated States of),,,Severely endangered
Woods Cree,Canada,,,Vulnerable
Woria,Indonesia,,,Critically endangered
Worrorra,Australia,,,Critically endangered
Wotapuri-Katarqalai,Afghanistan,,,Definitely endangered
Wotu,Indonesia,,,Vulnerable
Wunai Bunu,China,,,Definitely endangered
Wunambal,Australia,,,Critically endangered
Wuse,China,,,Vulnerable
Wutun,China,,,Definitely endangered
XambioÃ¡,Brazil,,,Critically endangered
Xaragure,New Caledonia (France),,,Vulnerable
Xavante,Brazil,,,Vulnerable
Xerente,Brazil,,,Severely endangered
XetÃ¡,Brazil,,,Critically endangered
Xinka,Guatemala,,,Critically endangered
XipÃ¡ya,Brazil,,,Critically endangered
Xiri,South Africa,,,Critically endangered
Xokleng,Brazil,,,Critically endangered
Yaeyama,Japan,,,Severely endangered
Yaghnobi,Tajikistan,,,Definitely endangered
Yagua,Peru,,,Definitely endangered
Yahgan,Chile,,,Critically endangered
Yakkha,Nepal,,,Critically endangered
Yakut,Russian Federation,,,Vulnerable
Yami,China,,,Vulnerable
"Yaminahua (Bolivia, Peru)","Bolivia (Plurinational State of), Peru",,,Severely endangered
Yaminahua (Brazil),Brazil,,,Vulnerable
Yamphu,Nepal,,,Definitely endangered
Yan-nhangu,Australia,,,Definitely endangered
Yanesha,Peru,,,Severely endangered
Yangkam,Nigeria,,,Critically endangered
Yankunytjatjara,Australia,,,Definitely endangered
YanomÃ¡m,Brazil,,,Vulnerable
Yanomami (Brazil),Brazil,,,Vulnerable
Yanomami (Venezuela),Venezuela (Bolivarian Republic of),,,Vulnerable
Yanyuwa,Australia,,,Severely endangered
Yapunda,Papua New Guinea,,,Severely endangered
Yaqui (Mexico),Mexico,,,Vulnerable
Yaqui (United States of America),United States of America,,,Definitely endangered
Yarawata,Papua New Guinea,,,Severely endangered
Yarawi,Papua New Guinea,,,Critically endangered
Yasa,"Cameroon, Equatorial Guinea",,,Definitely endangered
YatÃª,Brazil,,,Severely endangered
Yavapai,United States of America,,,Severely endangered
Yaw,Myanmar,,,Definitely endangered
Yawalapiti,Brazil,,,Critically endangered
YawanawÃ¡,Brazil,,,Vulnerable
Yawarana,Venezuela (Bolivarian Republic of),,,Severely endangered
Yazgulami,Tajikistan,,,Severely endangered
Yazva Komi,Russian Federation,,,Severely endangered
Yecuana (Brazil),Brazil,,,Vulnerable
Yecuana (Venezuela),Venezuela (Bolivarian Republic of),,,Vulnerable
Yem,Ethiopia,,,Vulnerable
Yerong,China,,,Severely endangered
Yeyi,Botswana,,,Definitely endangered
Yiddish (Europe),"Germany, Austria, Belarus, Belgium, Denmark, Estonia, Finland, France, Hungary, Italy, Latvia, Lithuania, Luxembourg, Republic of Moldova, Norway, Netherlands, Poland, Romania, United Kingdom of Great Britain and Northern Ireland, Russian Federation, Slov",,,Definitely endangered
Yiddish (Israel),Israel,,,Definitely endangered
Yidgha,Pakistan,,,Definitely endangered
Yiiji,Australia,,,Critically endangered
Yimas,Papua New Guinea,,,Severely endangered
Yimchungru,India,,,Vulnerable
Yine,Peru,,,Definitely endangered
Yoki,Indonesia,,,Severely endangered
Yonaguni,Japan,,,Severely endangered
Younuo Bunu,China,,,Definitely endangered
Yucatec,Belize,,,Definitely endangered
Yuchi,United States of America,,,Critically endangered
Yucuna,Colombia,,,Definitely endangered
Yudja,Brazil,,,Vulnerable
Yuhup (Brazil),Brazil,,,Vulnerable
Yuhup (Colombia),Colombia,,,Definitely endangered
Yuki,Bolivia (Plurinational State of),,,Severely endangered
Yukpa,Venezuela (Bolivarian Republic of),,,Vulnerable
Yulu,"Central African Republic, Democratic Republic of the Congo, Sudan",,,Vulnerable
YuracarÃ©,Bolivia (Plurinational State of),,,Definitely endangered
Yurok,United States of America,,,Critically endangered
Yurt Tatar,Russian Federation,,,Definitely endangered
YurutÃ­ (Colombia),Colombia,,,Definitely endangered
Zaiwa,"China, India",,,Definitely endangered
Zangskari,"India, Pakistan",,,Definitely endangered
Zaozou,China,,,Vulnerable
Zaparo,"Ecuador, Peru",,,Critically endangered
Zapotec of AsunciÃ³n Tlacolulita,Mexico,,,Critically endangered
Zapotec of Mixtepe,Mexico,,,Critically endangered
Zapotec of Petapa,Mexico,,,Definitely endangered
Zapotec of San Antonino el Alto,Mexico,,,Definitely endangered
Zapotec of San Bartolo Yautepec,Mexico,,,Severely endangered
Zapotec of San Felipe Tejalapan,Mexico,,,Critically endangered
"Zapotec of the Southern mountains, eastern lowlands",Mexico,,,Definitely endangered
"Zapotec of the Southern mountains, northeast",Mexico,,,Definitely endangered
"Zapotec of the Southern mountains, northwest lowlands",Mexico,,,Definitely endangered
Zapotec of the Valleys north,Mexico,,,Severely endangered
"Zapotec of the Valleys, central",Mexico,,,Severely endangered
"Zapotec of the Valleys, middle northwest",Mexico,,,Definitely endangered
"Zapotec of the Valleys, west",Mexico,,,Definitely endangered
Zapotec of ZimatlÃ¡n de Ãlvarez,Mexico,,,Definitely endangered
Zaramo,United Republic of Tanzania,,,Definitely endangered
Zay,Ethiopia,,,Severely endangered
Zazaki,Turkey,,,Vulnerable
Zazao,Solomon Islands,,,Critically endangered
Zeme,India,,,Vulnerable
Zenaga (Mauritania),Mauritania,,,Severely endangered
Zenaga (Western Sahara),Western Sahara,,,Critically endangered
Zenatiya,Algeria,,,Critically endangered
Zhaba,China,,,Vulnerable
Zidgali,Oman,,,Critically endangered
Zirenkel,Chad,,,Definitely endangered
Zo'Ã©,Brazil,,,Vulnerable
ZorÃ³,Brazil,,,Vulnerable
Zumaya,Cameroon,,,Critically endangered
Zuni,United States of America,,,Vulnerable
|Gui,Botswana,,,Vulnerable
|Xaise,Botswana,,,Critically endangered
ÇAni,Botswana,,,Definitely endangered
ÇGana,Botswana,,,Vulnerable
Ç‚Hoa,Botswana,,,Critically endangered
