language,location,latitude,longitude,Degree of endangerment
Matanvat,Vanuatu,-16.3766842,167.5625,Critically endangered
Matipu,Brazil,-10.8104525,-52.9731178,Critically endangered
MatÃ­s,Brazil,-10.8104525,-52.9731178,Vulnerable
Matlatzinca,Mexico,23.9090939,-102.6334,Definitely endangered
Maung,Australia,-25.5852413,134.5041199,Vulnerable
Mawak,Papua New Guinea,-6.8891602,146.214447,Critically endangered
Mawayana (Brazil),"Brazil, Suriname",4.216929,-55.8892174,Critically endangered
Mawayana (Guyana),Guyana,4.9173112,-58.9434624,Critically endangered
MawÃ©,Brazil,-10.8104525,-52.9731178,Vulnerable
Maxakali,Brazil,-10.8104525,-52.9731178,Vulnerable
May,"Lao People's Democratic Republic, Viet Nam",18.6507492,104.1529388,Definitely endangered
Mayo,Mexico,23.9090939,-102.6334,Critically endangered
Mayoruna (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
Mayoruna (Peru),Peru,-9.212533,-74.4221191,Vulnerable
MazatlÃ¡n Mazatec,Mexico,23.9090939,-102.6334,Vulnerable
Mbara,Chad,15.3676529,18.6675816,Severely endangered
"Mbya Guarani (Argentina, Uruguay)","Argentina, Uruguay",-60.7330017,-44.7330017,Severely endangered
Mbya Guarani (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
Mbya Guarani (Paraguay),Paraguay,-23.2402897,-58.3951721,Definitely endangered
Mebengokre,Brazil,-10.8104525,-52.9731178,Vulnerable
Mech,India,23.4060116,79.4580917,Severely endangered
Megleno-Romanian,"Greece, The former Yugoslav Republic of Macedonia",41.6004562,21.7008953,Severely endangered
MehinÃ¡ku,Brazil,-10.8104525,-52.9731178,Vulnerable
Mehri,"Oman, Yemen",15.8883877,47.4898872,Definitely endangered
Meithei,India,23.4060116,79.4580917,Vulnerable
Menik,Senegal,14.3625116,-14.5316439,Definitely endangered
Menominee,United States of America,39.4432564,-98.9573364,Critically endangered
Menri',Malaysia,2.549001,102.962616,Critically endangered
Meriam Mir,Australia,-25.5852413,134.5041199,Definitely endangered
Mescalero-Chiricahua Apache (New Mexico),United States of America,39.4432564,-98.9573364,Definitely endangered
Mescalero-Chiricahua Apache (Oklahoma),United States of America,39.4432564,-98.9573364,Critically endangered
Mewahang,Nepal,28.2591381,83.9441605,Severely endangered
Mezquital OtomÃ­,Mexico,23.9090939,-102.6334,Definitely endangered
Michif,Canada,62.8329086,-95.9133224,Critically endangered
Micmac (Canada),Canada,62.8329086,-95.9133224,Vulnerable
Micmac (Massachusetts),United States of America,39.4432564,-98.9573364,Definitely endangered
Miji,India,23.4060116,79.4580917,Definitely endangered
Miju,"China, India",31.8989391,75.2683029,Vulnerable
Mikasuki,United States of America,39.4432564,-98.9573364,Vulnerable
Milang,India,23.4060116,79.4580917,Definitely endangered
Miltu,Chad,15.3676529,18.6675816,Critically endangered
Mindiri,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Mingrelian,Georgia,32.6483307,-83.4445572,Definitely endangered
Minhe Monguor,China,36.5530853,103.9754333,Definitely endangered
Minyong,India,23.4060116,79.4580917,Vulnerable
Miqie,China,36.5530853,103.9754333,Definitely endangered
MiraÃ±a (Brazil),Brazil,-10.8104525,-52.9731178,Critically endangered
MiraÃ±a (Colombia),Colombia,3.997607,-73.2779694,Severely endangered
MiritÃ­ Tapuia,Brazil,-10.8104525,-52.9731178,Critically endangered
Miriwoong,Australia,-25.5852413,134.5041199,Critically endangered
Misantla Totonac,Mexico,23.9090939,-102.6334,Critically endangered
Mising,India,23.4060116,79.4580917,Definitely endangered
Miskito (Honduras),Honduras,14.9750328,-86.2647705,Vulnerable
Miskito (Nicaragua),Nicaragua,12.9037733,-84.9218216,Vulnerable
Mixtec of San Miguel Piedras,Mexico,23.9090939,-102.6334,Severely endangered
Mixtec of San Pedro TidaÃ¡,Mexico,23.9090939,-102.6334,Severely endangered
Mixtec of Santa Cruz Itundujia,Mexico,23.9090939,-102.6334,Definitely endangered
Mixtec of Santa InÃ©s de Zaragoza,Mexico,23.9090939,-102.6334,Definitely endangered
Mixtec of the central Ravine,Mexico,23.9090939,-102.6334,Definitely endangered
Mixtec of the northeast lowlands,Mexico,23.9090939,-102.6334,Severely endangered
Mixtec of the Puebla-Oaxaca border,Mexico,23.9090939,-102.6334,Definitely endangered
Mixtec of the southwest of Puebla,Mexico,23.9090939,-102.6334,Definitely endangered
Mixtec of Tlaltempan,Mexico,23.9090939,-102.6334,Definitely endangered
Mixtec of Villa de Tututepec,Mexico,23.9090939,-102.6334,Definitely endangered
Mixtec of ZapotitlÃ¡n,Mexico,23.9090939,-102.6334,Severely endangered
Miyako,Japan,36.2816467,139.0772705,Definitely endangered
Mizo,India,23.4060116,79.4580917,Vulnerable
Mlabri,"Lao People's Democratic Republic, Thailand",18.6507492,104.1529388,Definitely endangered
Mlomp,Senegal,14.3625116,-14.5316439,Critically endangered
Mo'ang (China),China,36.5530853,103.9754333,Definitely endangered
Mo'ang (Viet Nam),Viet Nam,16.9404297,106.8164291,Definitely endangered
Mo'da,Sudan,16.0857849,30.0873909,Critically endangered
MÃ²cheno,Italy,42.7669792,12.4938231,Definitely endangered
MocovÃ­,Argentina,-37.0719643,-64.8545074,Definitely endangered
Moere,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Moghol,Afghanistan,33.8332481,66.0252838,Critically endangered
Mohave (Arizona),United States of America,39.4432564,-98.9573364,Severely endangered
Mohave (California),United States of America,39.4432564,-98.9573364,Severely endangered
"Mohawk (Akwesasne, St. Regis)",United States of America,39.4432564,-98.9573364,Definitely endangered
Mohawk (Ganienkeh),United States of America,39.4432564,-98.9573364,Definitely endangered
Mohawk (Kahnawake),Canada,62.8329086,-95.9133224,Definitely endangered
Mohawk (Kanatsiohareke),United States of America,39.4432564,-98.9573364,Definitely endangered
Mohawk (Kanesatake),Canada,62.8329086,-95.9133224,Definitely endangered
Mohawk (Six nations),Canada,62.8329086,-95.9133224,Definitely endangered
Mohawk (Tyendinega),Canada,62.8329086,-95.9133224,Definitely endangered
Mohawk (Wahta),Canada,62.8329086,-95.9133224,Definitely endangered
Mojo,Bolivia (Plurinational State of),-16.7130547,-64.6666489,Definitely endangered
Mok (China),China,36.5530853,103.9754333,Definitely endangered
Mok (Lao PDR),Lao People's Democratic Republic,18.6507492,104.1529388,Definitely endangered
"Mok (Myanmar, Thailand)","Myanmar, Thailand",14.4845819,100.8519135,Definitely endangered
Mokilese,Micronesia (Federated States of),6.880383,158.2275238,Critically endangered
Moklen,"Myanmar, Thailand",14.4845819,100.8519135,Definitely endangered
Moksha,Russian Federation,63.1251869,103.7539825,Definitely endangered
Molise Croatian,Italy,42.7669792,12.4938231,Severely endangered
Molo,Sudan,16.0857849,30.0873909,Critically endangered
Momuna,Indonesia,-1.248089,115.4189987,Vulnerable
Mon,"Myanmar, Thailand",14.4845819,100.8519135,Vulnerable
Mono,Cameroon,5.6854768,12.7228785,Critically endangered
Mono (Eastern),United States of America,39.4432564,-98.9573364,Critically endangered
Mono (Western),United States of America,39.4432564,-98.9573364,Critically endangered
Montana Salish,United States of America,39.4432564,-98.9573364,Critically endangered
Moose Cree,Canada,62.8329086,-95.9133224,Vulnerable
MopÃ¡n (Belize),Belize,17.2252922,-88.6697388,Severely endangered
MopÃ¡n (Guatemala),Guatemala,15.6705656,-90.3486557,Severely endangered
Mor,Indonesia,-1.248089,115.4189987,Severely endangered
Moraori,Indonesia,-1.248089,115.4189987,Severely endangered
MorÃ©,Bolivia (Plurinational State of),-16.7130547,-64.6666489,Critically endangered
Mores,Vanuatu,-16.3766842,167.5625,Severely endangered
Moro,Sudan,16.0857849,30.0873909,Definitely endangered
Moroccan Judeo-Arabic (Israel),Israel,31.8141937,34.7533722,Definitely endangered
Moroccan Judeo-Arabic (Morocco),Morocco,29.1405907,-8.9533882,Severely endangered
Morokodo,Sudan,16.0857849,30.0873909,Severely endangered
Mortlockese,Micronesia (Federated States of),6.880383,158.2275238,Definitely endangered
Moselle Franconian,"Germany, Belgium, France, Luxembourg",50.2144199,5.3307,Vulnerable
MosetÃ©n,Bolivia (Plurinational State of),-16.7130547,-64.6666489,Severely endangered
Mosimo,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Mosquitia Creole,Nicaragua,12.9037733,-84.9218216,Definitely endangered
Motocintlec,Mexico,23.9090939,-102.6334,Critically endangered
Motuo Menba,"China, India",31.8989391,75.2683029,Definitely endangered
Mountain GuarijÃ­o,Mexico,23.9090939,-102.6334,Vulnerable
Movima,Bolivia (Plurinational State of),-16.7130547,-64.6666489,Severely endangered
Moyon,India,23.4060116,79.4580917,Definitely endangered
Mpi,Thailand,14.4845819,100.8519135,Definitely endangered
Mra,"China, India",31.8989391,75.2683029,Critically endangered
Mru,Myanmar,20.330143,96.5218201,Severely endangered
Mt. Iraya Agta,Philippines,11.1126661,122.5094757,Definitely endangered
Muda,China,36.5530853,103.9754333,Vulnerable
Mudburra,Australia,-25.5852413,134.5041199,Severely endangered
Muinane,Colombia,3.997607,-73.2779694,Definitely endangered
Muji,China,36.5530853,103.9754333,Definitely endangered
Mulam,China,36.5530853,103.9754333,Vulnerable
Mulao,China,36.5530853,103.9754333,Severely endangered
Mundari,India,23.4060116,79.4580917,Vulnerable
MundurukÃº,Brazil,-10.8104525,-52.9731178,Vulnerable
Munichi,Peru,-9.212533,-74.4221191,Critically endangered
Munji,Afghanistan,33.8332481,66.0252838,Severely endangered
Munsee (Canada),Canada,62.8329086,-95.9133224,Critically endangered
Munsee (United States of America),United States of America,39.4432564,-98.9573364,Critically endangered
Muot,India,23.4060116,79.4580917,Critically endangered
Murik,Papua New Guinea,-6.8891602,146.214447,Vulnerable
Mursi,Ethiopia,8.6267033,39.6375542,Vulnerable
Musan,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Musom,Papua New Guinea,-6.8891602,146.214447,Definitely endangered
Mussau-Emira,Papua New Guinea,-6.8891602,146.214447,Definitely endangered
Muya,China,36.5530853,103.9754333,Vulnerable
Mvanip,Nigeria,9.5595055,8.0778809,Critically endangered
Mwatebu,Papua New Guinea,-6.8891602,146.214447,Definitely endangered
Mwesen,Vanuatu,-16.3766842,167.5625,Critically endangered
Myky,Brazil,-10.8104525,-52.9731178,Vulnerable
Mzieme,India,23.4060116,79.4580917,Vulnerable
Na,"China, India",31.8989391,75.2683029,Critically endangered
Naati,Vanuatu,-16.3766842,167.5625,Critically endangered
Nachiring,Nepal,28.2591381,83.9441605,Severely endangered
NadÃ«b,Brazil,-10.8104525,-52.9731178,Definitely endangered
Nafi,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Nafusi,Libyan Arab Jamahiriya,27.2360973,18.0435562,Severely endangered
Nahali,India,23.4060116,79.4580917,Definitely endangered
Nahukwa,Brazil,-10.8104525,-52.9731178,Definitely endangered
Naiki,India,23.4060116,79.4580917,Critically endangered
Nakkara,Australia,-25.5852413,134.5041199,Severely endangered
Nalu,Guinea,10.4293022,-10.9895496,Definitely endangered
Naluo,China,36.5530853,103.9754333,Vulnerable
Naman,Vanuatu,-16.3766842,167.5625,Critically endangered
Nambiquara do Norte,Brazil,-10.8104525,-52.9731178,Vulnerable
Nambiquara do Sul,Brazil,-10.8104525,-52.9731178,Vulnerable
Namonuito,Micronesia (Federated States of),6.880383,158.2275238,Severely endangered
Namuyi,China,36.5530853,103.9754333,Vulnerable
Nanay,"China, Russian Federation",63.1251869,103.7539825,Severely endangered
Ã‘andeva Guarani,Brazil,-10.8104525,-52.9731178,Vulnerable
Nanti,Peru,-9.212533,-74.4221191,Vulnerable
Napu,Indonesia,-1.248089,115.4189987,Vulnerable
Narau,Indonesia,-1.248089,115.4189987,Severely endangered
Narim,Sudan,16.0857849,30.0873909,Definitely endangered
Narpa,Nepal,28.2591381,83.9441605,Definitely endangered
Nasarian,Vanuatu,-16.3766842,167.5625,Critically endangered
Naskapi,Canada,62.8329086,-95.9133224,Vulnerable
Natanzi,Iran (Islamic Republic of),32.5007782,54.2942009,Severely endangered
Nataoran,China,36.5530853,103.9754333,Critically endangered
Natsilingmiutut,Canada,62.8329086,-95.9133224,Vulnerable
Naueti,Timor-Leste,-8.8047867,126.0790253,Vulnerable
Nauna,Papua New Guinea,-6.8891602,146.214447,Vulnerable
Nauruan,Nauru,-0.531606,166.9364014,Severely endangered
Navajo,United States of America,39.4432564,-98.9573364,Vulnerable
Navwien,Vanuatu,-16.3766842,167.5625,Critically endangered
Nayi,Ethiopia,8.6267033,39.6375542,Vulnerable
Nayini,Iran (Islamic Republic of),32.5007782,54.2942009,Severely endangered
Ndai,Cameroon,5.6854768,12.7228785,Critically endangered
Nding,Sudan,16.0857849,30.0873909,Critically endangered
Ndunda,Nigeria,9.5595055,8.0778809,Severely endangered
Negidal,Russian Federation,63.1251869,103.7539825,Critically endangered
Neku,New Caledonia (France),-20.0509777,165.0738678,Severely endangered
Nemadi,Mauritania,20.2589951,-10.3644371,Critically endangered
Nemi,New Caledonia (France),-20.0509777,165.0738678,Definitely endangered
Newar,Nepal,28.2591381,83.9441605,Definitely endangered
Nez Perce,United States of America,39.4432564,-98.9573364,Critically endangered
Ngaanyatjarra,Australia,-25.5852413,134.5041199,Vulnerable
Ngaatjatjara,Australia,-25.5852413,134.5041199,Severely endangered
NgÃ¤bere (Costa Rica),Costa Rica,9.8849916,-84.2272339,Definitely endangered
NgÃ¤bere (Panama),Panama,8.6462479,-80.506073,Vulnerable
Ngalakan,Australia,-25.5852413,134.5041199,Critically endangered
Ngaliwuru,Australia,-25.5852413,134.5041199,Critically endangered
Ngalkbun,Australia,-25.5852413,134.5041199,Severely endangered
Nganasan,Russian Federation,63.1251869,103.7539825,Severely endangered
Ngandi,Australia,-25.5852413,134.5041199,Critically endangered
Ngangikurunggurr,Australia,-25.5852413,134.5041199,Severely endangered
Ngardi,Australia,-25.5852413,134.5041199,Critically endangered
Ngarinman,Australia,-25.5852413,134.5041199,Severely endangered
Ngarinyin,Australia,-25.5852413,134.5041199,Definitely endangered
Ngarluma,Australia,-25.5852413,134.5041199,Critically endangered
Ngatikese Men's Creole,Micronesia (Federated States of),6.880383,158.2275238,Definitely endangered
Ngbinda,Democratic Republic of the Congo,-2.8798659,23.6563778,Critically endangered
Ngile,Sudan,16.0857849,30.0873909,Severely endangered
Ngombe,Central African Republic,6.5741229,20.4869232,Definitely endangered
Nguon,Viet Nam,16.9404297,106.8164291,Vulnerable
Ngwaba,Nigeria,9.5595055,8.0778809,Severely endangered
Nheengatu / Yeral (Brazil),Brazil,-10.8104525,-52.9731178,Severely endangered
Nheengatu / Yeral (Venezuela),Venezuela (Bolivarian Republic of),7.6653891,-66.1454163,Severely endangered
Nihali,India,23.4060116,79.4580917,Critically endangered
Nila (Seram Island),Indonesia,-1.248089,115.4189987,Definitely endangered
Ninam (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
Ninam (Venezuela),Venezuela (Bolivarian Republic of),7.6653891,-66.1454163,Vulnerable
Ningalami,Afghanistan,33.8332481,66.0252838,Severely endangered
Nisga'a,Canada,62.8329086,-95.9133224,Severely endangered
Nisvai,Vanuatu,-16.3766842,167.5625,Critically endangered
Niuean,Niue,-19.038065,-169.830246,Definitely endangered
NivaclÃ©,Paraguay,-23.2402897,-58.3951721,Vulnerable
Nivat,Vanuatu,-16.525507,168.106915,Critically endangered
Niviar,Vanuatu,-16.525507,168.106915,Critically endangered
Nivkh (Amur),Russian Federation,64.686314,97.745306,Critically endangered
Nivkh (Sakhalin),Russian Federation,64.686314,97.745306,Severely endangered
Njalgulgule,Sudan,14.584444,29.491769,Severely endangered
Njerep,Cameroon,4.612552,13.153581,Critically endangered
Nocte,India,22.351115,78.667743,Vulnerable
Nogay (Caucasus),Russian Federation,64.686314,97.745306,Definitely endangered
Nogay (Crimea),Ukraine,49.487197,31.271832,Severely endangered
Nogay (Dobruja),Romania,45.985213,24.685923,Severely endangered
Nomatsiguenga,Peru,-6.86997,-75.045851,Severely endangered
Nonuya,Colombia,2.893078,-73.784507,Critically endangered
Noon,Senegal,14.475061,-14.452961,Vulnerable
Nootka,Canada,61.066692,-107.991707,Severely endangered
Norfolk-Pitcairn (Norfolk),Norfolk Island (Australia),-29.0645,167.957182,Definitely endangered
Norfolk-Pitcairn (Pitcairn),Pitcairn  (U.K.),56.216067,-3.175913,Vulnerable
Norman,France,46.603354,1.888334,Severely endangered
North Alaskan Inupiaq (Canada),Canada,61.066692,-107.991707,Severely endangered
North Alaskan Inupiaq (Kotzebue Sound),United States of America,39.78373,-100.445882,Severely endangered
North Alaskan Inupiaq (North Slope),United States of America,39.78373,-100.445882,Severely endangered
North Frisian,Germany,51.08342,10.423447,Severely endangered
North Greenlandic,Greenland (Kingdom of Denmark),39.78373,-100.445882,Definitely endangered
North Saami,"Finland, Norway, Russian Federation, Sweden",39.78373,-100.445882,Definitely endangered
North Slavey,Canada,61.066692,-107.991707,Definitely endangered
Northern Algonquin,Canada,61.066692,-107.991707,Vulnerable
Northern Alta,Philippines,12.750349,122.73121,Severely endangered
Northern Altay,Russian Federation,64.686314,97.745306,Severely endangered
Northern Cuicatec,Mexico,19.43253,-99.13321,Vulnerable
Northern East Cree,Canada,61.066692,-107.991707,Vulnerable
Northern Haida,"Canada, United States of America",36.079437,-106.328245,Critically endangered
Northern Khanty,Russian Federation,64.686314,97.745306,Definitely endangered
Northern Mansi,Russian Federation,64.686314,97.745306,Severely endangered
Northern Paiute (Idaho),United States of America,39.78373,-100.445882,Critically endangered
Northern Paiute (Nevada),United States of America,39.78373,-100.445882,Definitely endangered
Northern Paiute (Oregon),United States of America,39.78373,-100.445882,Critically endangered
Northern Pame,Mexico,19.43253,-99.13321,Definitely endangered
Northern Pomo,United States of America,39.78373,-100.445882,Critically endangered
Northern Popoloc,Mexico,19.43253,-99.13321,Vulnerable
Northern Selkup,Russian Federation,64.686314,97.745306,Severely endangered
Northern Sierra Miwok,United States of America,39.78373,-100.445882,Critically endangered
Northern Straits Salish,United States of America,39.78373,-100.445882,Critically endangered
Northern TepehuÃ¡n,Mexico,19.43253,-99.13321,Definitely endangered
Northern Tlapanec,Mexico,19.43253,-99.13321,Vulnerable
Northern Totonac,Mexico,19.43253,-99.13321,Critically endangered
Northern Tujia,China,35.000074,104.999927,Severely endangered
Northern Tutchone,Canada,61.066692,-107.991707,Definitely endangered
Northwestern Ojibwe,Canada,61.066692,-107.991707,Vulnerable
Northwestern OtomÃ­,Mexico,19.43253,-99.13321,Vulnerable
Northwestern Tarahumara,Mexico,19.43253,-99.13321,Vulnerable
Northwestern Tlapanec,Mexico,19.43253,-99.13321,Vulnerable
Noy,Chad,15.613414,19.015617,Critically endangered
Nruanghmei,India,22.351115,78.667743,Vulnerable
Nubaca,Cameroon,4.612552,13.153581,Severely endangered
Nukak,Colombia,2.893078,-73.784507,Definitely endangered
Nukuoro,Micronesia (Federated States of),5.560057,150.198285,Definitely endangered
Numao Bunu,China,35.000074,104.999927,Definitely endangered
Numbani,Papua New Guinea,-5.681607,144.248908,Vulnerable
Nunatsiavummiutut,Canada,61.066692,-107.991707,Definitely endangered
Nunavimmiutitut,Canada,61.066692,-107.991707,Vulnerable
Nung Ven,Viet Nam,13.290403,108.426511,Vulnerable
Nunggubuyu,Australia,-24.776109,134.755,Severely endangered
Nupbikha,Bhutan,27.549511,90.511927,Vulnerable
Nupri,Nepal,28.108318,84.091679,Definitely endangered
Nusa Laut,Indonesia,-4.799336,114.563203,Critically endangered
Nyah Kur,Thailand,14.897192,100.83273,Definitely endangered
Nyamal,Australia,-24.776109,134.755,Severely endangered
Nyangumarta,Australia,-24.776109,134.755,Vulnerable
Nyenkha,Bhutan,27.549511,90.511927,Vulnerable
Nyikina,Australia,-24.776109,134.755,Severely endangered
Nyishangba,Nepal,28.108318,84.091679,Definitely endangered
Nyishi,India,22.351115,78.667743,Vulnerable
Nyoe,Thailand,14.897192,100.83273,Definitely endangered
N|uu,South Africa,-28.816624,24.991639,Critically endangered
O'odham (Akimel),United States of America,39.78373,-100.445882,Definitely endangered
O'odham (Mexico),Mexico,19.43253,-99.13321,Definitely endangered
O'odham (Tohono),United States of America,39.78373,-100.445882,Definitely endangered
Obokuitai,Indonesia,-4.799336,114.563203,Vulnerable
Ocaina (Colombia),Colombia,2.893078,-73.784507,Severely endangered
Ocaina (Peru),Peru,-6.86997,-75.045851,Critically endangered
Ocopetatillo Mazatec,Mexico,19.43253,-99.13321,Vulnerable
Ocoyoacac OtomÃ­,Mexico,19.43253,-99.13321,Severely endangered
OfayÃ©,Brazil,-10.333333,-53.2,Critically endangered
Oirata,Indonesia,-4.799336,114.563203,Definitely endangered
Oji-Cree,Canada,61.066692,-107.991707,Vulnerable
Ojibwe,United States of America,39.78373,-100.445882,Severely endangered
Okanagan,"Canada, United States of America",36.079437,-106.328245,Definitely endangered
Okinawan,Japan,36.574844,139.239418,Definitely endangered
Olonetsian,"Finland, Russian Federation",61.780961,34.354766,Definitely endangered
Olrat,Vanuatu,-16.525507,168.106915,Critically endangered
Olultecan,Mexico,19.43253,-99.13321,Severely endangered
Omagua (Brazil),Brazil,-10.333333,-53.2,Critically endangered
Omagua (Peru),Peru,-6.86997,-75.045851,Critically endangered
Omaha-Ponca,United States of America,39.78373,-100.445882,Critically endangered
Omotik,Kenya,1.441968,38.431398,Critically endangered
Oneida (Canada),"Canada, United States of America",36.079437,-106.328245,Critically endangered
Oneida (New York),United States of America,39.78373,-100.445882,Critically endangered
Oneida (Wisconsin),United States of America,39.78373,-100.445882,Critically endangered
Ongamo,Kenya,1.441968,38.431398,Critically endangered
Onge,India,22.351115,78.667743,Critically endangered
Onin,Indonesia,-4.799336,114.563203,Vulnerable
Onjab,Papua New Guinea,-5.681607,144.248908,Vulnerable
Onondaga (Canada),"Canada, United States of America",36.079437,-106.328245,Critically endangered
Onondaga (New York),United States of America,39.78373,-100.445882,Critically endangered
Opuuo,Ethiopia,10.21167,38.65212,Critically endangered
Orang Hulu,Malaysia,2.392376,112.847194,Definitely endangered
Orang Seletar,Malaysia,2.392376,112.847194,Severely endangered
Ordos,China,35.000074,104.999927,Definitely endangered
OrejÃ³n,Peru,-6.86997,-75.045851,Severely endangered
Ormu,Indonesia,-4.799336,114.563203,Vulnerable
Ormuri,"Pakistan, Afghanistan",34.126701,71.086484,Definitely endangered
Oro Win,Brazil,-10.333333,-53.2,Critically endangered
Oroch,Russian Federation,64.686314,97.745306,Critically endangered
Oroha,Solomon Islands,-9.735434,162.828854,Severely endangered
Orok,Russian Federation,64.686314,97.745306,Critically endangered
Orowe,New Caledonia (France),-21.30199,165.488077,Definitely endangered
Osage,United States of America,39.78373,-100.445882,Critically endangered
Ossete,"Georgia, Russian Federation",59.937859,30.235139,Vulnerable
Otoro,Sudan,14.584444,29.491769,Severely endangered
Ottawa (Canada),"Canada, United States of America",36.079437,-106.328245,Severely endangered
Ottawa (Michigan),United States of America,39.78373,-100.445882,Critically endangered
Ottawa (Walpole Island),"Canada, United States of America",36.079437,-106.328245,Severely endangered
Ouma,Papua New Guinea,-5.681607,144.248908,Critically endangered
Oyda,Ethiopia,10.21167,38.65212,Vulnerable
Oyrat,"China, Kyrgyzstan, Mongolia",39.78373,-100.445882,Definitely endangered
OzomatlÃ¡n Totonac,Mexico,19.43253,-99.13321,Critically endangered
Paafang,Micronesia (Federated States of),5.560057,150.198285,Severely endangered
Paakantyi,Australia,-24.776109,134.755,Critically endangered
Pacahuara,Bolivia (Plurinational State of),-17.05687,-64.991229,Critically endangered
Pacific Gulf Yupik,United States of America,39.78373,-100.445882,Severely endangered
Padam,India,22.351115,78.667743,Vulnerable
Padoe,Indonesia,-4.799336,114.563203,Vulnerable
Padri,India,22.351115,78.667743,Vulnerable
PÃ¡ez,Colombia,2.893078,-73.784507,Definitely endangered
Paipai,Mexico,19.43253,-99.13321,Severely endangered
Paite,India,22.351115,78.667743,Vulnerable
Paiter,Brazil,-10.333333,-53.2,Vulnerable
Paiwan,China,35.000074,104.999927,Vulnerable
Pakan,China,35.000074,104.999927,Definitely endangered
Palaung,Myanmar,17.17505,95.999965,Severely endangered
Pale,Myanmar,17.17505,95.999965,Severely endangered
Palenque Creole,Colombia,2.893078,-73.784507,Definitely endangered
Palikur (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Palikur (French Guyana),French Guiana (France),4.003988,-52.999998,Severely endangered
Paloor,Senegal,14.475061,-14.452961,Vulnerable
Palu'e,Indonesia,-4.799336,114.563203,Definitely endangered
Pana,Burkina Faso,12.075308,-1.688031,Definitely endangered
Panamahka,Nicaragua,12.372493,-84.870031,Vulnerable
Panamanian Creole,Panama,8.309607,-81.306625,Definitely endangered
Panamint,United States of America,39.78373,-100.445882,Critically endangered
PanarÃ¡,Brazil,-10.333333,-53.2,Vulnerable
Panare,Venezuela (Bolivarian Republic of),8.001871,-66.110932,Vulnerable
Panasuan,Indonesia,-4.799336,114.563203,Definitely endangered
Pangvali,India,22.351115,78.667743,Critically endangered
Papantla Totonac,Mexico,19.43253,-99.13321,Definitely endangered
Papapana,Papua New Guinea,-5.681607,144.248908,Definitely endangered
Papi,Papua New Guinea,-5.681607,144.248908,Severely endangered
Parachi,Afghanistan,33.000087,64.999847,Definitely endangered
Pareci,Brazil,-10.333333,-53.2,Definitely endangered
Parintintin,Brazil,-10.333333,-53.2,Critically endangered
Parji,India,22.351115,78.667743,Critically endangered
Parya,"Uzbekistan, Tajikistan, Afghanistan",39.78373,-100.445882,Severely endangered
Pashayi,Afghanistan,33.000087,64.999847,Vulnerable
Pasi,India,22.351115,78.667743,Definitely endangered
Pasing,Lao People's Democratic Republic,20.017111,103.378253,Definitely endangered
Patamona (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Patamona (Guyana),Guyana,4.84171,-58.641689,Vulnerable
Patani Malay,Thailand,14.897192,100.83273,Vulnerable
Patla-Chicontla Totonac,Mexico,19.43253,-99.13321,Severely endangered
Patua,China,35.000074,104.999927,Critically endangered
Patwin,United States of America,39.78373,-100.445882,Critically endangered
Paulohi,Indonesia,-4.799336,114.563203,Critically endangered
PaumarÃ­,Brazil,-10.333333,-53.2,Severely endangered
Paunaca,Bolivia (Plurinational State of),-17.05687,-64.991229,Critically endangered
Pauwi,Indonesia,-4.799336,114.563203,Vulnerable
Pawnee,United States of America,39.78373,-100.445882,Critically endangered
Pazeh,China,35.000074,104.999927,Critically endangered
Pear,Cambodia,13.506639,104.869423,Severely endangered
Pech,Honduras,15.061069,-84.597853,Severely endangered
Peco' Creole,Indonesia,-4.799336,114.563203,Critically endangered
Pemon (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Pemon (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)",39.78373,-100.445882,Vulnerable
PÃ©mono,Venezuela (Bolivarian Republic of),8.001871,-66.110932,Critically endangered
Pendau,Indonesia,-4.799336,114.563203,Vulnerable
Pengo,India,22.351115,78.667743,Critically endangered
Penrhyn,Cook Islands,-16.049278,-160.355485,Severely endangered
Permyak,Russian Federation,64.686314,97.745306,Definitely endangered
Phalura,Pakistan,30.33084,71.247499,Definitely endangered
Phnong,Cambodia,13.506639,104.869423,Severely endangered
Phom,India,22.351115,78.667743,Vulnerable
Phong,Lao People's Democratic Republic,20.017111,103.378253,Definitely endangered
Phula (China),China,35.000074,104.999927,Vulnerable
Phula (Viet Nam),Viet Nam,13.290403,108.426511,Definitely endangered
Phunoi,Lao People's Democratic Republic,20.017111,103.378253,Vulnerable
Phurhepecha,Mexico,19.43253,-99.13321,Vulnerable
Phuthi,Lesotho,-29.603927,28.335019,Definitely endangered
Piame,Papua New Guinea,-5.681607,144.248908,Severely endangered
Piapoko,"Colombia, Venezuela (Bolivarian Republic of)",39.78373,-100.445882,Definitely endangered
