language,location,latitude,longitude,Degree of endangerment
ChiquihuitlÃ¡n Mazatec,Mexico,23.9090939,-102.6334,Definitely endangered
Chiquitano (Bolivia),Bolivia (Plurinational State of),-16.7130547,-64.6666489,Definitely endangered
Chiquitano (Brazil),Brazil,-10.8104525,-52.9731178,Critically endangered
Cho-ca-nga-ca-kha,Bhutan,27.4168797,90.434761,Definitely endangered
Choctaw (Louisiana),United States of America,39.4432564,-98.9573364,Vulnerable
Choctaw (Mississipi),United States of America,39.4432564,-98.9573364,Vulnerable
Choctaw (Oklahoma),United States of America,39.4432564,-98.9573364,Vulnerable
Chokri,India,23.4060116,79.4580917,Vulnerable
Chong,"Cambodia, Thailand",14.03873,99.51132,Severely endangered
Chontal Tabasco,Mexico,23.9090939,-102.6334,Severely endangered
Chorote Iyojwa'ja,"Argentina, Paraguay",-23.2402897,-58.3951721,Severely endangered
Chorotega,Costa Rica,9.8849916,-84.2272339,Critically endangered
Choyi,China,36.5530853,103.9754333,Definitely endangered
Chrau,Viet Nam,16.9404297,106.8164291,Definitely endangered
Chru,Viet Nam,16.9404297,106.8164291,Vulnerable
Chuang,Cambodia,12.5704231,104.8139114,Critically endangered
Chuj (Guatemala),Guatemala,15.6705656,-90.3486557,Vulnerable
Chuj (Mexico),Mexico,23.9090939,-102.6334,Critically endangered
Chukchi,Russian Federation,63.1251869,103.7539825,Severely endangered
Chulym Turk,Russian Federation,63.1251869,103.7539825,Critically endangered
Chung (Cambodia),Cambodia,12.5704231,104.8139114,Critically endangered
Chung (Thailand),Thailand,14.4845819,100.8519135,Critically endangered
Churahi,India,23.4060116,79.4580917,Definitely endangered
Chuvash,Russian Federation,63.1251869,103.7539825,Vulnerable
ChÉ¨lÉ¨ng,Nepal,28.2591381,83.9441605,Definitely endangered
Cimbrian,Italy,42.7669792,12.4938231,Definitely endangered
Cinta Larga,Brazil,-10.8104525,-52.9731178,Vulnerable
Cobiana,"Guinea-Bissau, Senegal",14.3625116,-14.5316439,Critically endangered
Cocama-Cocamilla (Brazil),Brazil,-10.8104525,-52.9731178,Critically endangered
Cocama-Cocamilla (Peru),Peru,-9.212533,-74.4221191,Severely endangered
Cocopa (Arizona),United States of America,39.4432564,-98.9573364,Severely endangered
Cocopa (Mexico),Mexico,23.9090939,-102.6334,Definitely endangered
Coeur d'Alene,United States of America,39.4432564,-98.9573364,Critically endangered
Columbian,United States of America,39.4432564,-98.9573364,Critically endangered
Comanche,United States of America,39.4432564,-98.9573364,Severely endangered
Comox/Sliammon,Canada,62.8329086,-95.9133224,Critically endangered
CÃ´Ã´ng,Viet Nam,16.9404297,106.8164291,Definitely endangered
Copper Island Aleut,Russian Federation,63.1251869,103.7539825,Critically endangered
Corfiot Italkian,Greece,39.6843719,21.8974094,Critically endangered
Cornish,United Kingdom of Great Britain and Northern Ireland,54.5608864,-2.212512,Critically endangered
Corsican,"France, Italy",48.6609612,-4.2104201,Definitely endangered
Cosung (China),China,36.5530853,103.9754333,Definitely endangered
Cosung (Viet Nam),Viet Nam,16.9404297,106.8164291,Definitely endangered
Creek,United States of America,39.4432564,-98.9573364,Definitely endangered
Crimean Tatar (Crimea),Ukraine,48.9265633,31.4757824,Severely endangered
Crimean Tatar (Dobruja),"Bulgaria, Romania",46.7881012,23.6242008,Severely endangered
Crimean Turkish,Ukraine,48.9265633,31.4757824,Severely endangered
Crow,United States of America,39.4432564,-98.9573364,Definitely endangered
CsÃ¡ngÃ³ Hungarian,Romania,45.8377419,25.0059357,Severely endangered
Cubeo (Brazil),Brazil,-10.8104525,-52.9731178,Definitely endangered
Cubeo (Colombia),Colombia,3.997607,-73.2779694,Vulnerable
Cuiba,"Colombia, Venezuela (Bolivarian Republic of)",7.6653891,-66.1454163,Severely endangered
Culina (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
Culina (Peru),Peru,-9.212533,-74.4221191,Definitely endangered
Cuona Menba,"Bhutan, China, India",27.4168797,90.434761,Vulnerable
Cypriot Arabic,Cyprus,35.1147385,33.4867172,Severely endangered
Dabra,Indonesia,-1.248089,115.4189987,Vulnerable
Dagur (Amur),China,36.5530853,103.9754333,Critically endangered
Dagur (Hailar),China,36.5530853,103.9754333,Definitely endangered
Dagur (Nonni),China,36.5530853,103.9754333,Definitely endangered
Dahaalik,Eritrea,15.3971996,39.0871887,Critically endangered
Dahalo,Kenya,0.576503,37.8398895,Severely endangered
Dair,Sudan,16.0857849,30.0873909,Severely endangered
Dakka,Indonesia,-1.248089,115.4189987,Vulnerable
Dakkang,Lao People's Democratic Republic,18.6507492,104.1529388,Definitely endangered
Dakota,Canada,62.8329086,-95.9133224,Definitely endangered
Dakpa,"Bhutan, India",23.2996693,73.3972778,Definitely endangered
Dalecarlian,Sweden,62.6749725,16.7980595,Definitely endangered
Damal,Indonesia,-1.248089,115.4189987,Vulnerable
Damana,Colombia,3.997607,-73.2779694,Definitely endangered
Dameli,Pakistan,29.9232197,69.3577423,Severely endangered
Dampel,Indonesia,-1.248089,115.4189987,Critically endangered
Dampelas,Indonesia,-1.248089,115.4189987,Definitely endangered
Danaw,Myanmar,20.330143,96.5218201,Critically endangered
Danisi,Botswana,-22.1867523,23.8149414,Critically endangered
Danuwar,Nepal,28.2591381,83.9441605,Severely endangered
Darai,Nepal,28.2591381,83.9441605,Severely endangered
Dargwa,Russian Federation,63.1251869,103.7539825,Vulnerable
Dari,Iran (Islamic Republic of),32.5007782,54.2942009,Definitely endangered
Darma,"India, Nepal",31.8298397,74.6894531,Definitely endangered
DÃ¢w,Brazil,-10.8104525,-52.9731178,Vulnerable
Defaka,Nigeria,9.5595055,8.0778809,Critically endangered
Demisa,Indonesia,-1.248089,115.4189987,Definitely endangered
Dene Suline,Canada,62.8329086,-95.9133224,Vulnerable
Dengalu,Papua New Guinea,-6.8891602,146.214447,Definitely endangered
DenÃ­,Brazil,-10.8104525,-52.9731178,Vulnerable
Deori,India,23.4060116,79.4580917,Definitely endangered
Desano (Brazil),Brazil,-10.8104525,-52.9731178,Definitely endangered
Desano (Colombia),Colombia,3.997607,-73.2779694,Definitely endangered
Dhaiso,United Republic of Tanzania,-6.3068972,34.8539276,Definitely endangered
Dharawal,Australia,-25.5852413,134.5041199,Critically endangered
Dharug,Australia,-25.5852413,134.5041199,Critically endangered
Dhimal,Nepal,28.2591381,83.9441605,Severely endangered
Dhurga,Australia,-25.5852413,134.5041199,Critically endangered
DiahÃ³i,Brazil,-10.8104525,-52.9731178,Critically endangered
Dilling,Sudan,16.0857849,30.0873909,Definitely endangered
Dimasa,India,23.4060116,79.4580917,Vulnerable
Dimbong,Cameroon,5.6854768,12.7228785,Critically endangered
Dimme,Ethiopia,8.6267033,39.6375542,Vulnerable
Djeoromitxi,Brazil,-10.8104525,-52.9731178,Severely endangered
Djinang,Australia,-25.5852413,134.5041199,Definitely endangered
Doga,Papua New Guinea,-6.8891602,146.214447,Definitely endangered
Dogrib,Canada,62.8329086,-95.9133224,Vulnerable
Dol-po,Nepal,28.2591381,83.9441605,Definitely endangered
Dolgan,Russian Federation,63.1251869,103.7539825,Definitely endangered
Domaaki,Pakistan,29.9232197,69.3577423,Severely endangered
Domari,"Egypt, Israel, Jordan, Lebanon, Libyan Arab Jamahiriya, Palestine, Syrian Arab Republic",35.0331268,38.4734726,Severely endangered
Dondo,Indonesia,-1.248089,115.4189987,Vulnerable
Dongotono,Sudan,16.0857849,30.0873909,Vulnerable
Dorig,Vanuatu,-16.3766842,167.5625,Definitely endangered
Dorro,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Doutai,Indonesia,-1.248089,115.4189987,Severely endangered
Drubea,New Caledonia (France),-20.0509777,165.0738678,Vulnerable
Duano',Malaysia,2.549001,102.962616,Critically endangered
Dubu,Indonesia,-1.248089,115.4189987,Vulnerable
Duguza,Nigeria,9.5595055,8.0778809,Definitely endangered
Dukha,Mongolia,46.8364792,103.0668945,Severely endangered
Dulbu,Nigeria,9.5595055,8.0778809,Critically endangered
Dumi,Nepal,28.2591381,83.9441605,Critically endangered
Dumun,Papua New Guinea,-6.8891602,146.214447,Critically endangered
Dungan,"Kazakhstan, Kyrgyzstan",41.4643555,74.5552216,Definitely endangered
Dungmali,Nepal,28.2591381,83.9441605,Definitely endangered
Dupaninan Agta,Philippines,11.1126661,122.5094757,Vulnerable
Duriankere,Indonesia,-1.248089,115.4189987,Critically endangered
Dusner,Indonesia,-1.248089,115.4189987,Critically endangered
Duwet,Papua New Guinea,-6.8891602,146.214447,Vulnerable
Dyirbal,Australia,-25.5852413,134.5041199,Critically endangered
Dzala,Bhutan,27.4168797,90.434761,Vulnerable
Dzhidi,Iran (Islamic Republic of),32.5007782,54.2942009,Definitely endangered
Dzongkha,Bhutan,27.4168797,90.434761,Vulnerable
East Cape Yupik,Russian Federation,63.1251869,103.7539825,Critically endangered
East Franconian,"Germany, Czech Republic",49.7391052,15.331501,Vulnerable
East Greenlandic,Greenland (Kingdom of Denmark),56.01282,8.99423,Definitely endangered
Eastern Cham,Viet Nam,16.9404297,106.8164291,Definitely endangered
Eastern Chocho,Mexico,23.9090939,-102.6334,Severely endangered
Eastern Cuicatec,Mexico,23.9090939,-102.6334,Vulnerable
Eastern Khanty,Russian Federation,63.1251869,103.7539825,Definitely endangered
Eastern Mansi,Russian Federation,63.1251869,103.7539825,Critically endangered
Eastern Mari,Russian Federation,63.1251869,103.7539825,Definitely endangered
Eastern Mazahua,Mexico,23.9090939,-102.6334,Definitely endangered
Eastern Montagnais,Canada,62.8329086,-95.9133224,Vulnerable
Eastern Ojibwe,Canada,62.8329086,-95.9133224,Severely endangered
Eastern Popoloc,Mexico,23.9090939,-102.6334,Vulnerable
Eastern Slovak,"Slovakia, Ukraine",48.9265633,31.4757824,Vulnerable
Eastern Tlapanec,Mexico,23.9090939,-102.6334,Vulnerable
Ebang,Sudan,16.0857849,30.0873909,Severely endangered
Ediamat,Guinea-Bissau,12.1158628,-14.7481375,Vulnerable
Ega,CÃ´te d'Ivoire,37.2550964,-119.6175232,Severely endangered
El Hugeirat,Sudan,16.0857849,30.0873909,Severely endangered
Eliri,Sudan,16.0857849,30.0873909,Severely endangered
EloxochitlÃ¡n Mazatec,Mexico,23.9090939,-102.6334,Vulnerable
Emae,Vanuatu,-16.3766842,167.5625,Vulnerable
Eman,Cameroon,5.6854768,12.7228785,Severely endangered
Embera (Colombia),Colombia,3.997607,-73.2779694,Vulnerable
Embera (Panama),Panama,8.6462479,-80.506073,Vulnerable
Ã‰mÃ©rillon,French Guiana (France),4.0699911,-53.1683083,Severely endangered
Emilian-Romagnol,"Italy, San Marino",44.8083687,10.9129295,Definitely endangered
Emplawas,Indonesia,-1.248089,115.4189987,Definitely endangered
En,Myanmar,20.330143,96.5218201,Critically endangered
EnawenÃª-NawÃª,Brazil,-10.8104525,-52.9731178,Vulnerable
Enggano,Indonesia,-1.248089,115.4189987,Vulnerable
Erokwanas,Indonesia,-1.248089,115.4189987,Vulnerable
Ersu,China,36.5530853,103.9754333,Definitely endangered
Erzya,Russian Federation,63.1251869,103.7539825,Definitely endangered
Ese eja,"Bolivia (Plurinational State of), Peru",-13.73393,-76.22035,Definitely endangered
Even (Kamtchatka),Russian Federation,63.1251869,103.7539825,Severely endangered
Even (Siberia),Russian Federation,63.1251869,103.7539825,Severely endangered
Evenki (Manchuria),China,36.5530853,103.9754333,Severely endangered
Evenki (Northern Siberia),Russian Federation,63.1251869,103.7539825,Severely endangered
Evenki (Sakhalin),Russian Federation,63.1251869,103.7539825,Severely endangered
Evenki (Southern Siberia),"Mongolia, Russian Federation",63.1251869,103.7539825,Severely endangered
Faetar,Italy,42.7669792,12.4938231,Definitely endangered
Fagauvea (Northern),New Caledonia (France),-20.0509777,165.0738678,Vulnerable
Fagauvea (Southern),New Caledonia (France),-20.0509777,165.0738678,Vulnerable
Faghani,Solomon Islands,-9.5481129,160.0193024,Vulnerable
Faire Atta,Philippines,11.1126661,122.5094757,Severely endangered
Faita,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Fania,Chad,15.3676529,18.6675816,Severely endangered
Faroese,Faroe Islands,62.0095596,-6.8182549,Vulnerable
Fayu,Indonesia,-1.248089,115.4189987,Vulnerable
Feroge,Sudan,16.0857849,30.0873909,Vulnerable
Figuig,Morocco,29.1405907,-8.9533882,Vulnerable
Filomeno Mata Totonac,Mexico,23.9090939,-102.6334,Vulnerable
Fongoro,Chad,15.3676529,18.6675816,Severely endangered
Forest Enets,Russian Federation,63.1251869,103.7539825,Critically endangered
Forest Nenets,Russian Federation,63.1251869,103.7539825,Severely endangered
Forest Yukagir,Russian Federation,63.1251869,103.7539825,Critically endangered
Foya,Indonesia,-1.248089,115.4189987,Critically endangered
Franc-Comtois,"France, Switzerland",46.23812,6.85147,Severely endangered
FrancoprovenÃ§al,"France, Italy, Switzerland",46.23812,6.85147,Definitely endangered
Friulian,Italy,42.7669792,12.4938231,Definitely endangered
FwÃ¢i,New Caledonia (France),-20.0509777,165.0738678,Vulnerable
Fyem,Nigeria,9.5595055,8.0778809,Severely endangered
Gadaba,India,23.4060116,79.4580917,Critically endangered
Gadang,Chad,15.3676529,18.6675816,Definitely endangered
Gagauz (Bessarabia),"Republic of Moldova, Ukraine",47.2037048,28.4683437,Definitely endangered
Gagauz (Deli Orman),Bulgaria,42.7661018,25.2837334,Critically endangered
Gagauz (Maritime),"Bulgaria, Romania",46.7881012,23.6242008,Severely endangered
Gagauz (South Balkans),"Greece, The former Yugoslav Republic of Macedonia, Turkey",41.6004562,21.7008953,Severely endangered
Gajerrong,Australia,-25.5852413,134.5041199,Critically endangered
Galibi Marworno,Brazil,-10.8104525,-52.9731178,Vulnerable
Gallo,France,46.6372795,2.3382621,Severely endangered
Gallo-Sicilian,Italy,42.7669792,12.4938231,Definitely endangered
Gallurese,Italy,42.7669792,12.4938231,Definitely endangered
Galo,India,23.4060116,79.4580917,Vulnerable
Gambiri,Afghanistan,33.8332481,66.0252838,Severely endangered
Gamilaraay,Australia,-25.5852413,134.5041199,Critically endangered
Ganan,Myanmar,20.330143,96.5218201,Severely endangered
Ganggalidda,Australia,-25.5852413,134.5041199,Critically endangered
Gangou,China,36.5530853,103.9754333,Severely endangered
Gangte,India,23.4060116,79.4580917,Definitely endangered
Gao,Solomon Islands,-9.5481129,160.0193024,Vulnerable
Gardiol,Italy,42.7669792,12.4938231,Severely endangered
Garhwali,India,23.4060116,79.4580917,Vulnerable
GarÃ­funa (Belize),Belize,17.2252922,-88.6697388,Vulnerable
GarÃ­funa (Guatemala),Guatemala,15.6705656,-90.3486557,Vulnerable
GarÃ­funa (Honduras),Honduras,14.9750328,-86.2647705,Vulnerable
GarÃ­funa (Nicaragua),Nicaragua,12.9037733,-84.9218216,Critically endangered
Garrwa,Australia,-25.5852413,134.5041199,Severely endangered
Garuwahi,Papua New Guinea,-6.8891602,146.214447,Definitely endangered
Gascon,"Spain, France",46.6372795,2.3382621,Definitely endangered
Gats'ama - Ganjule - Harro,Ethiopia,8.6267033,39.6375542,Definitely endangered
GaviÃ£o de RondÃ´nia,Brazil,-10.8104525,-52.9731178,Vulnerable
GaviÃ£o do ParÃ¡,Brazil,-10.8104525,-52.9731178,Vulnerable
Gawar-Bati,"Pakistan, Afghanistan",33.8332481,66.0252838,Definitely endangered
Gazhuo,China,36.5530853,103.9754333,Definitely endangered
Gazi,Iran (Islamic Republic of),32.5007782,54.2942009,Definitely endangered
Gebe,Indonesia,-1.248089,115.4189987,Vulnerable
Geji cluster,Nigeria,9.5595055,8.0778809,Severely endangered
Geme,Central African Republic,6.5741229,20.4869232,Critically endangered
Gera,Nigeria,9.5595055,8.0778809,Vulnerable
Geta?,India,23.4060116,79.4580917,Severely endangered
Ghadames,Libyan Arab Jamahiriya,27.2360973,18.0435562,Vulnerable
Ghale,Nepal,28.2591381,83.9441605,Vulnerable
Ghomara,Morocco,29.1405907,-8.9533882,Critically endangered
Gitksan,Canada,62.8329086,-95.9133224,Severely endangered
Godoberi,Russian Federation,63.1251869,103.7539825,Definitely endangered
Gondi,India,23.4060116,79.4580917,Vulnerable
Gong,Thailand,14.4845819,100.8519135,Severely endangered
Gongduk,Bhutan,27.4168797,90.434761,Vulnerable
Gooniyandi,Australia,-25.5852413,134.5041199,Severely endangered
Gorap,Indonesia,-1.248089,115.4189987,Definitely endangered
Gorovu,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Gorum,India,23.4060116,79.4580917,Definitely endangered
Gottscheerish,Slovenia,46.1202393,14.8206644,Critically endangered
Goundo,Chad,15.3676529,18.6675816,Critically endangered
Gowro,Pakistan,29.9232197,69.3577423,Severely endangered
Grass Koiari,Papua New Guinea,-6.8891602,146.214447,Vulnerable
Great andamanese,India,23.4060116,79.4580917,Critically endangered
Green Gelao (China),China,36.5530853,103.9754333,Critically endangered
Green Gelao (Viet Nam),Viet Nam,16.9404297,106.8164291,Critically endangered
Griko (Calabria),Italy,42.7669792,12.4938231,Severely endangered
Griko (Salento),Italy,42.7669792,12.4938231,Severely endangered
Gros Ventre,United States of America,39.4432564,-98.9573364,Critically endangered
GuajÃ¡,Brazil,-10.8104525,-52.9731178,Vulnerable
Guajajara,Brazil,-10.8104525,-52.9731178,Vulnerable
Guajiro,"Colombia, Venezuela (Bolivarian Republic of)",7.6653891,-66.1454163,Vulnerable
Guambiano,Colombia,3.997607,-73.2779694,Definitely endangered
GuanÃ¡,Paraguay,-23.2402897,-58.3951721,Critically endangered
GuaranÃ­ Boliviano,"Argentina, Bolivia (Plurinational State of)",-31.39323,-58.00732,Vulnerable
Guarasu,Brazil,-10.333333,-53.2,Critically endangered
Guarayu,Bolivia,-17.05687,-64.991229,Definitely endangered
GuatÃ³,Brazil,-10.333333,-53.2,Critically endangered
Guatuso,Costa Rica,10.273563,-84.07391,Severely endangered
Guayabero,Colombia,2.893078,-73.784507,Definitely endangered
Guernsey French,United Kingdom of Great Britain and Northern Ireland,54.702355,-3.276575,Severely endangered
Guichong,China,35.000074,104.999927,Vulnerable
Gumbaynggirr,Australia,-24.776109,134.755,Critically endangered
Gupapuyngu,Australia,-24.776109,134.755,Vulnerable
Gura,Nigeria,9.600036,7.999972,Severely endangered
Guranalum,Papua New Guinea,-5.681607,144.248908,Critically endangered
Gurdu-Mbaaru,Nigeria,9.600036,7.999972,Severely endangered
Gurrgoni,Australia,-24.776109,134.755,Vulnerable
Gurung,Nepal,28.108318,84.091679,Definitely endangered
Gusilay,Senegal,14.475061,-14.452961,Vulnerable
Gutnish,Sweden,59.674971,14.520858,Definitely endangered
Gutob,India,22.351115,78.667743,Vulnerable
Guugu Yimidhirr,Australia,-24.776109,134.755,Vulnerable
Gweno,United Republic of Tanzania,-6.524712,35.787844,Critically endangered
Gwich'in (Canada),Canada,61.066692,-107.991707,Severely endangered
Gwich'in (United States of America),United States of America,39.78373,-100.445882,Severely endangered
Gyasumdo,Nepal,28.108318,84.091679,Definitely endangered
Gyele,"Cameroon, Equatorial Guinea",3.753851,8.78132,Definitely endangered
Gyem,Nigeria,9.600036,7.999972,Critically endangered
Ha-lung Tibetan,Nepal,28.108318,84.091679,Definitely endangered
Habu,Timor-Leste,-8.515198,125.837576,Vulnerable
HachijÅ,Japan,36.574844,139.239418,Definitely endangered
Hadza,United Republic of Tanzania,-6.524712,35.787844,Vulnerable
Haisla,Canada,61.066692,-107.991707,Critically endangered
Halkomelem,"Canada, United States of America",36.079437,-106.328245,Severely endangered
Han (Canada),Canada,61.066692,-107.991707,Critically endangered
Han (United States of America),United States of America,39.78373,-100.445882,Critically endangered
Handuri,India,22.351115,78.667743,Critically endangered
Harakmbut,Peru,-6.86997,-75.045851,Definitely endangered
Harsusi,Oman,21.000029,57.00369,Definitely endangered
Havasupai,United States of America,39.78373,-100.445882,Definitely endangered
Hawaiian,United States of America,39.78373,-100.445882,Critically endangered
Hawrami,"Iran (Islamic Republic of), Iraq",39.78373,-100.445882,Definitely endangered
Hayu,Nepal,28.108318,84.091679,Critically endangered
Heiban,Sudan,14.584444,29.491769,Vulnerable
Heiltsuk,Canada,61.066692,-107.991707,Critically endangered
Helong,Indonesia,-4.799336,114.563203,Severely endangered
Hermit,Papua New Guinea,-5.681607,144.248908,Critically endangered
HÃ©rtevin,Turkey,38.959759,34.924965,Critically endangered
Hidatsa,United States of America,39.78373,-100.445882,Definitely endangered
Higher Reservoir Mazatec,Mexico,19.43253,-99.13321,Vulnerable
Highland Chontal,Mexico,19.43253,-99.13321,Severely endangered
Highland Mazatec,Mexico,19.43253,-99.13321,Vulnerable
Hijuk,Cameroon,4.612552,13.153581,Critically endangered
Hill Miri,India,22.351115,78.667743,Definitely endangered
Hinukh,Russian Federation,64.686314,97.745306,Definitely endangered
Hiw,Vanuatu,-16.525507,168.106915,Definitely endangered
HixkaryÃ¡na,Brazil,-10.333333,-53.2,Vulnerable
Hlersu,China,35.000074,104.999927,Vulnerable
Hmar,India,22.351115,78.667743,Vulnerable
Ho,India,22.351115,78.667743,Vulnerable
Hoava,Solomon Islands,-9.735434,162.828854,Vulnerable
Hobyot,"Oman, Yemen",39.78373,-100.445882,Severely endangered
Hodi,Venezuela (Bolivarian Republic of),8.001871,-66.110932,Vulnerable
Holikachuk,United States of America,39.78373,-100.445882,Critically endangered
Homshetsma (Caucasus),"Georgia, Russian Federation",59.937859,30.235139,Severely endangered
Homshetsma (Turkey),Turkey,38.959759,34.924965,Definitely endangered
Hopi,United States of America,39.78373,-100.445882,Vulnerable
Hoti,Indonesia,-4.799336,114.563203,Critically endangered
Hozo,Ethiopia,10.21167,38.65212,Definitely endangered
Hrangkhol,India,22.351115,78.667743,Vulnerable
Hu,China,35.000074,104.999927,Definitely endangered
Hualapai,United States of America,39.78373,-100.445882,Vulnerable
Huasteca NÃ¡huatl,Mexico,19.43253,-99.13321,Vulnerable
Huehuetla Tepehua,Mexico,19.43253,-99.13321,Definitely endangered
HuehuetlÃ¡n Mazatec,Mexico,19.43253,-99.13321,Vulnerable
Huichol,Mexico,19.43253,-99.13321,Vulnerable
Huilliche,Chile,-31.761336,-71.31877,Critically endangered
"Huitoto (Colombia, Peru)","Colombia, Peru",-11.958308,-77.054981,Definitely endangered
Hulaula (Israel),Israel,30.876027,35.00152,Severely endangered
Hulung,Indonesia,-4.799336,114.563203,Critically endangered
Hung,"Lao People's Democratic Republic, Viet Nam",39.78373,-100.445882,Definitely endangered
Hunzib,Russian Federation,64.686314,97.745306,Definitely endangered
Hupa,United States of America,39.78373,-100.445882,Critically endangered
Hupda (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Hupda (Colombia),Colombia,2.893078,-73.784507,Definitely endangered
Huron-Wyandot (Canada),Canada,61.066692,-107.991707,Critically endangered
Huzhu Monguor,China,35.000074,104.999927,Severely endangered
Hya,"Cameroon, Nigeria",6.440672,3.368983,Severely endangered
Ibu,Indonesia,-4.799336,114.563203,Critically endangered
Idu,"China, India",39.78373,-100.445882,Definitely endangered
Iduh (Lao PDR),Lao People's Democratic Republic,20.017111,103.378253,Critically endangered
Iduh (Viet Nam),Viet Nam,13.290403,108.426511,Critically endangered
Ik,Uganda,1.533355,32.216658,Severely endangered
Ikpeng,Brazil,-10.333333,-53.2,Vulnerable
Ili Turk,China,35.000074,104.999927,Severely endangered
Ilue,Nigeria,9.600036,7.999972,Critically endangered
Imeraguen,Mauritania,20.254038,-9.239926,Definitely endangered
IÃ±apari,Peru,-6.86997,-75.045851,Critically endangered
Inari Saami,Finland,63.246778,25.920916,Severely endangered
Indri,Sudan,14.584444,29.491769,Severely endangered
Inga,Colombia,2.893078,-73.784507,Severely endangered
Ingalik,United States of America,39.78373,-100.445882,Critically endangered
Ingrian,Russian Federation,64.686314,97.745306,Severely endangered
Ingush,Russian Federation,64.686314,97.745306,Vulnerable
Inkhokvari,Russian Federation,64.686314,97.745306,Definitely endangered
Inuinnaqtun,Canada,61.066692,-107.991707,Definitely endangered
Ipai,United States of America,39.78373,-100.445882,Critically endangered
Iquito,Peru,-6.86997,-75.045851,Critically endangered
Iranxe,Brazil,-10.333333,-53.2,Critically endangered
Iresim,Indonesia,-4.799336,114.563203,Severely endangered
Irish,"Ireland, United Kingdom of Great Britain and Northern Ireland",52.060034,-0.347478,Definitely endangered
Irula,India,22.351115,78.667743,Vulnerable
Isarog Agta,Philippines,12.750349,122.73121,Critically endangered
Ishkashimi,Tajikistan,38.628173,70.815654,Severely endangered
Isirawa,Indonesia,-4.799336,114.563203,Vulnerable
Isthmus NÃ¡huatl,Mexico,19.43253,-99.13321,Vulnerable
Istriot,Croatia,45.564344,17.011895,Severely endangered
Istro-Romanian,Croatia,45.564344,17.011895,Severely endangered
Isu,Cameroon,4.612552,13.153581,Severely endangered
Itelmen,Russian Federation,64.686314,97.745306,Critically endangered
Iteri,Papua New Guinea,-5.681607,144.248908,Severely endangered
Itik,Indonesia,-4.799336,114.563203,Vulnerable
Itonama,Bolivia (Plurinational State of),-17.05687,-64.991229,Critically endangered
ItzÃ¡,Guatemala,15.635609,-89.898809,Critically endangered
Iwaidja,Australia,-24.776109,134.755,Vulnerable
Ixcatec,Mexico,19.43253,-99.13321,Critically endangered
IxcatlÃ¡n Mazatec,Mexico,19.43253,-99.13321,Vulnerable
Ixil (Guatemala),Guatemala,15.635609,-89.898809,Vulnerable
Ixil (Mexico),Mexico,19.43253,-99.13321,Critically endangered
Ixtenco OtomÃ­,Mexico,19.43253,-99.13321,Severely endangered
Iyive,Cameroon,4.612552,13.153581,Severely endangered
Jad,"India, Pakistan",39.78373,-100.445882,Definitely endangered
Jah Hut,Malaysia,2.392376,112.847194,Severely endangered
Jahai,Malaysia,2.392376,112.847194,Critically endangered
Jakaltek (Guatemala),Guatemala,15.635609,-89.898809,Definitely endangered
Jakaltek (Mexico),Mexico,19.43253,-99.13321,Severely endangered
JamamadÃ­,Brazil,-10.333333,-53.2,Vulnerable
Jaminjung,Australia,-24.776109,134.755,Severely endangered
Jangshung,India,22.351115,78.667743,Definitely endangered
Jaqaru,Peru,-6.86997,-75.045851,Severely endangered
Jarawa,India,22.351115,78.667743,Critically endangered
JarawÃ¡ra,Brazil,-10.333333,-53.2,Vulnerable
Jaunsari,India,22.351115,78.667743,Definitely endangered
JavaÃ©,Brazil,-10.333333,-53.2,Definitely endangered
Javindo Creole,Indonesia,-4.799336,114.563203,Critically endangered
Jawe,New Caledonia (France),-21.30199,165.488077,Vulnerable
Jawoyn,Australia,-24.776109,134.755,Severely endangered
Jaya,Chad,15.613414,19.015617,Severely endangered
Jebero,Peru,-6.86997,-75.045851,Critically endangered
Jeju,Republic of Korea,36.574844,139.239418,Critically endangered
Jemez,United States of America,39.78373,-100.445882,Vulnerable
Jeri,CÃ´te d'Ivoire,39.78373,-100.445882,Severely endangered
Jero,Nepal,28.108318,84.091679,Vulnerable
Jersey French,United Kingdom of Great Britain and Northern Ireland,54.702355,-3.276575,Severely endangered
Jibbali,Oman,21.000029,57.00369,Severely endangered
Jicarilla Apache,United States of America,39.78373,-100.445882,Severely endangered
Jilbe,Nigeria,9.600036,7.999972,Critically endangered
Jingulu,Australia,-24.776109,134.755,Severely endangered
Jinuo,China,35.000074,104.999927,Definitely endangered
Jiongnai Bunu,China,35.000074,104.999927,Definitely endangered
Jirel,Nepal,28.108318,84.091679,Definitely endangered
Jitnu,Colombia,2.893078,-73.784507,Definitely endangered
Jola-Kassa,Senegal,14.475061,-14.452961,Vulnerable
Jone,China,35.000074,104.999927,Definitely endangered
Jonkor Bourmataguil,Chad,15.613414,19.015617,Severely endangered
JorÃ¡,Bolivia (Plurinational State of),-17.05687,-64.991229,Critically endangered
Juang,India,22.351115,78.667743,Definitely endangered
Judeo-Berber (Israel),Israel,30.876027,35.00152,Severely endangered
